SID,SEASON,NAME,ISO_TIME,LAT,LON,WMO_WIND,USA_WIND,WMO_PRES,WIND_KTS,WIND_KMH,PRESSURE_HPA,YEAR,IMD_CATEGORY
1932244N19296,1932,NOT_NAMED,1932-08-30 18:00:00,18.8,-63.6,30,30, ,30.0,55.6,990.0,1932,Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-08-30 21:00:00,19.0477,-63.9998, ,30, ,30.0,55.6,990.0,1932,Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-08-31 00:00:00,19.3,-64.4,30,30, ,30.0,55.6,990.0,1932,Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-08-31 03:00:00,19.5574,-64.8001, ,32, ,32.0,59.3,990.0,1932,Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-08-31 06:00:00,19.8,-65.2,35,35, ,35.0,64.8,990.0,1932,Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-08-31 09:00:00,20.0225,-65.615, ,37, ,37.0,68.5,990.0,1932,Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-08-31 12:00:00,20.2,-66.0,40,40, ,40.0,74.1,990.0,1932,Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-08-31 15:00:00,20.3149,-66.3227, ,42, ,42.0,77.8,990.0,1932,Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-08-31 18:00:00,20.4,-66.6,45,45, ,45.0,83.3,990.0,1932,Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-08-31 21:00:00,20.5074,-66.8575, ,47, ,47.0,87.0,990.0,1932,Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-01 00:00:00,20.6,-67.1,50,50, ,50.0,92.6,990.0,1932,Very Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-01 03:00:00,20.65,-67.3576, ,50, ,50.0,92.6,990.0,1932,Very Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-01 06:00:00,20.7,-67.6,50,50, ,50.0,92.6,990.0,1932,Very Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-01 09:00:00,20.7925,-67.815, ,50, ,50.0,92.6,990.0,1932,Very Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-01 12:00:00,20.9,-68.0,50,50, ,50.0,92.6,990.0,1932,Very Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-01 15:00:00,21.0,-68.1575, ,50, ,50.0,92.6,990.0,1932,Very Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-01 18:00:00,21.1,-68.3,50,50, ,50.0,92.6,990.0,1932,Very Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-01 21:00:00,21.2,-68.45, ,52, ,52.0,96.3,990.0,1932,Very Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-02 00:00:00,21.3,-68.6,55,55, ,55.0,101.9,990.0,1932,Very Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-02 03:00:00,21.4,-68.75, ,55, ,55.0,101.9,990.0,1932,Very Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-02 06:00:00,21.5,-68.9,55,55, ,55.0,101.9,990.0,1932,Very Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-02 09:00:00,21.5999,-69.035, ,57, ,57.0,105.6,990.0,1932,Very Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-02 12:00:00,21.7,-69.2,60,60, ,60.0,111.1,990.0,1932,Very Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-02 15:00:00,21.8075,-69.4275, ,62, ,62.0,114.8,990.0,1932,Very Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-02 18:00:00,21.9,-69.7,65,65, ,65.0,120.4,990.0,1932,Extremely Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-02 21:00:00,21.9499,-69.9851, ,67, ,67.0,124.1,990.0,1932,Extremely Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-03 00:00:00,22.0,-70.3,70,70, ,70.0,129.6,990.0,1932,Extremely Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-03 03:00:00,22.0926,-70.6575, ,75, ,75.0,138.9,990.0,1932,Extremely Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-03 06:00:00,22.2,-71.0,80,80, ,80.0,148.2,990.0,1932,Extremely Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-03 09:00:00,22.2924,-71.2726, ,82, ,82.0,151.9,990.0,1932,Extremely Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-03 12:00:00,22.4,-71.5,85,85, ,85.0,157.4,990.0,1932,Extremely Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-03 15:00:00,22.5425,-71.715, ,90, ,90.0,166.7,990.0,1932,Super Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-03 18:00:00,22.7,-71.9,95,95, ,95.0,175.9,990.0,1932,Super Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-03 21:00:00,22.8349,-72.0501, ,97, ,97.0,179.6,990.0,1932,Super Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-04 00:00:00,23.0,-72.2,100,100, ,100.0,185.2,990.0,1932,Super Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-04 03:00:00,23.2349,-72.3776, ,105, ,105.0,194.5,990.0,1932,Super Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-04 06:00:00,23.5,-72.6,110,110, ,110.0,203.7,990.0,1932,Super Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-04 09:00:00,23.7574,-72.8701, ,112, ,112.0,207.4,990.0,1932,Super Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-04 12:00:00,24.0,-73.2,115,115, ,115.0,213.0,990.0,1932,Super Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-04 15:00:00,24.215,-73.585, ,117, ,117.0,216.7,990.0,1932,Super Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-04 18:00:00,24.4,-74.0,120,120, ,120.0,222.2,990.0,1932,Super Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-04 21:00:00,24.5499,-74.4002, ,122, ,122.0,225.9,990.0,1932,Super Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-05 00:00:00,24.7,-74.8,125,125, ,125.0,231.5,990.0,1932,Super Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-05 03:00:00,24.8924,-75.2001, ,127, ,127.0,235.2,990.0,1932,Super Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-05 06:00:00,25.1,-75.6,130,130, ,130.0,240.8,990.0,1932,Super Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-05 09:00:00,25.2925,-76.0151, ,132, ,132.0,244.5,990.0,1932,Super Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-05 12:00:00,25.5,-76.4,135,135, ,135.0,250.0,990.0,1932,Super Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-05 15:00:00,25.7424,-76.73, ,137, ,137.0,253.7,990.0,1932,Super Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-05 18:00:00,26.0,-77.0,140,140, ,140.0,259.3,990.0,1932,Super Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-05 21:00:00,26.2499,-77.2301, ,140, ,140.0,259.3,990.0,1932,Super Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-06 00:00:00,26.5,-77.4,140,140, ,140.0,259.3,990.0,1932,Super Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-06 03:00:00,26.75,-77.5449, ,140, ,140.0,259.3,990.0,1932,Super Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-06 06:00:00,27.0,-77.6,140,140, ,140.0,259.3,990.0,1932,Super Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-06 09:00:00,27.2425,-77.5301, ,140, ,140.0,259.3,990.0,1932,Super Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-06 12:00:00,27.5,-77.4,140,140, ,140.0,259.3,990.0,1932,Super Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-06 15:00:00,27.7925,-77.3074, ,137, ,137.0,253.7,990.0,1932,Super Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-06 18:00:00,28.1,-77.2,135,135, ,135.0,250.0,990.0,1932,Super Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-06 21:00:00,28.4,-77.0649, ,135, ,135.0,250.0,990.0,1932,Super Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-07 00:00:00,28.7,-76.9,135,135, ,135.0,250.0,990.0,1932,Super Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-07 03:00:00,29.0075,-76.7149, ,132, ,132.0,244.5,990.0,1932,Super Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-07 06:00:00,29.3,-76.5,130,130, ,130.0,240.8,990.0,1932,Super Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-07 09:00:00,29.5422,-76.2944, ,130, ,130.0,240.8,990.0,1932,Super Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-07 12:00:00,29.8,-76.0,130,130, ,130.0,240.8,990.0,1932,Super Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-07 15:00:00,30.0973,-75.5666, ,127, ,127.0,235.2,990.0,1932,Super Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-07 18:00:00,30.5,-75.0,125,125, ,125.0,231.5,990.0,1932,Super Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-07 21:00:00,31.0171,-74.3584, ,120, ,120.0,222.2,990.0,1932,Super Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-08 00:00:00,31.7,-73.6,115,115, ,115.0,213.0,990.0,1932,Super Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-08 03:00:00,32.5402,-72.7224, ,112, ,112.0,207.4,990.0,1932,Super Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-08 06:00:00,33.5,-71.8,110,110, ,110.0,203.7,990.0,1932,Super Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-08 09:00:00,34.508,-70.8617, ,105, ,105.0,194.5,990.0,1932,Super Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-08 12:00:00,35.5,-70.1,100,100, ,100.0,185.2,990.0,1932,Super Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-08 15:00:00,36.3939,-69.6921, ,95, ,95.0,175.9,990.0,1932,Super Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-08 18:00:00,37.2,-69.5,90,90, ,90.0,166.7,990.0,1932,Super Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-08 21:00:00,37.9595,-69.378, ,87, ,87.0,161.1,990.0,1932,Extremely Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-09 00:00:00,38.6,-69.2,85,85, ,85.0,157.4,990.0,1932,Extremely Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-09 03:00:00,39.0951,-68.7674, ,85, ,85.0,157.4,990.0,1932,Extremely Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-09 06:00:00,39.5,-68.2,85,85, ,85.0,157.4,990.0,1932,Extremely Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-09 09:00:00,39.8838,-67.6724, ,82, ,82.0,151.9,990.0,1932,Extremely Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-09 12:00:00,40.3,-67.0,80,80, ,80.0,148.2,990.0,1932,Extremely Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-09 15:00:00,40.8345,-66.0974, ,80, ,80.0,148.2,990.0,1932,Extremely Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-09 18:00:00,41.4,-65.0,80,80, ,80.0,148.2,990.0,1932,Extremely Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-09 21:00:00,41.9468,-63.7145, ,77, ,77.0,142.6,990.0,1932,Extremely Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-10 00:00:00,42.4,-62.5,75,75, ,75.0,138.9,990.0,1932,Extremely Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-10 03:00:00,42.6853,-61.6642, ,75, ,75.0,138.9,990.0,1932,Extremely Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-10 06:00:00,42.9,-61.0,75,75, ,75.0,138.9,990.0,1932,Extremely Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-10 09:00:00,43.1649,-60.2626, ,72, ,72.0,133.3,990.0,1932,Extremely Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-10 12:00:00,43.4,-59.6,70,70, ,70.0,129.6,990.0,1932,Extremely Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-10 15:00:00,43.5795,-59.0545, ,70, ,70.0,129.6,990.0,1932,Extremely Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-10 18:00:00,43.7,-58.6,70,70, ,70.0,129.6,990.0,1932,Extremely Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-10 21:00:00,43.7572,-58.1844, ,67, ,67.0,124.1,990.0,1932,Extremely Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-11 00:00:00,43.8,-57.8,65,65, ,65.0,120.4,990.0,1932,Extremely Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-11 03:00:00,43.8547,-57.414, ,65, ,65.0,120.4,990.0,1932,Extremely Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-11 06:00:00,44.0,-57.0,65,65, ,65.0,120.4,990.0,1932,Extremely Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-11 09:00:00,44.2662,-56.587, ,62, ,62.0,114.8,990.0,1932,Very Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-11 12:00:00,44.7,-56.0,60,60, ,60.0,111.1,990.0,1932,Very Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-11 15:00:00,45.2661,-55.146, ,60, ,60.0,111.1,990.0,1932,Very Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-11 18:00:00,46.0,-54.0,60,60, ,60.0,111.1,990.0,1932,Very Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-11 21:00:00,46.8303,-52.6433, ,60, ,60.0,111.1,990.0,1932,Very Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-12 00:00:00,47.8,-51.0,60,60, ,60.0,111.1,990.0,1932,Very Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-12 03:00:00,48.8854,-49.0755, ,57, ,57.0,105.6,990.0,1932,Very Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-12 06:00:00,50.0,-47.0,55,55, ,55.0,101.9,990.0,1932,Very Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-12 09:00:00,51.0378,-44.9083, ,55, ,55.0,101.9,990.0,1932,Very Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-12 12:00:00,52.0,-43.0,55,55, ,55.0,101.9,990.0,1932,Very Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-12 15:00:00,52.8842,-41.4206, ,55, ,55.0,101.9,990.0,1932,Very Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-12 18:00:00,53.7,-40.2,55,55, ,55.0,101.9,990.0,1932,Very Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-12 21:00:00,54.4771,-39.2597, ,52, ,52.0,96.3,990.0,1932,Very Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-13 00:00:00,55.2,-38.5,50,50, ,50.0,92.6,990.0,1932,Very Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-13 03:00:00,55.8642,-37.6533, ,50, ,50.0,92.6,990.0,1932,Very Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-13 06:00:00,56.5,-36.8,50,50, ,50.0,92.6,990.0,1932,Very Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-13 09:00:00,57.1333,-35.9529, ,50, ,50.0,92.6,990.0,1932,Very Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-13 12:00:00,57.8,-35.0,50,50, ,50.0,92.6,990.0,1932,Very Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-13 15:00:00,58.5203,-33.8, ,50, ,50.0,92.6,990.0,1932,Very Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-13 18:00:00,59.3,-32.5,50,50, ,50.0,92.6,990.0,1932,Very Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-13 21:00:00,60.1104,-31.2767, ,50, ,50.0,92.6,990.0,1932,Very Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-14 00:00:00,61.0,-30.0,50,50, ,50.0,92.6,990.0,1932,Very Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-14 03:00:00,61.9772,-28.5341, ,50, ,50.0,92.6,990.0,1932,Very Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-14 06:00:00,63.0,-27.0,50,50, ,50.0,92.6,990.0,1932,Very Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-14 09:00:00,63.9934,-25.6224, ,50, ,50.0,92.6,990.0,1932,Very Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-14 12:00:00,65.0,-24.0,50,50, ,50.0,92.6,990.0,1932,Very Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-14 15:00:00,65.9955,-21.7778, ,50, ,50.0,92.6,990.0,1932,Very Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-14 18:00:00,67.0,-19.0,50,50, ,50.0,92.6,990.0,1932,Very Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-14 21:00:00,68.0127,-15.7094, ,50, ,50.0,92.6,990.0,1932,Very Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-15 00:00:00,69.0,-12.0,50,50, ,50.0,92.6,990.0,1932,Very Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-15 03:00:00,69.9508,-8.13458, ,50, ,50.0,92.6,990.0,1932,Very Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-15 06:00:00,70.8,-4.0,50,50, ,50.0,92.6,990.0,1932,Very Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-15 09:00:00,71.4904,0.43808, ,50, ,50.0,92.6,990.0,1932,Very Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-15 12:00:00,72.0,5.0,50,50, ,50.0,92.6,990.0,1932,Very Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-15 15:00:00,72.3326,9.59468, ,50, ,50.0,92.6,990.0,1932,Very Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-15 18:00:00,72.5,14.0,50,50, ,50.0,92.6,990.0,1932,Very Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-15 21:00:00,72.547,18.2395, ,50, ,50.0,92.6,990.0,1932,Very Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-16 00:00:00,72.5,22.0,50,50, ,50.0,92.6,990.0,1932,Very Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-16 03:00:00,72.4162,25.2994, ,50, ,50.0,92.6,990.0,1932,Very Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-16 06:00:00,72.3,28.0,50,50, ,50.0,92.6,990.0,1932,Very Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-16 09:00:00,72.1672,30.2179, ,50, ,50.0,92.6,990.0,1932,Very Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-16 12:00:00,72.0,32.0, ,50, ,50.0,92.6,990.0,1932,Very Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-16 15:00:00,71.7635,33.6501, ,47, ,47.0,87.0,990.0,1932,Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-16 18:00:00,71.5,35.0, ,45, ,45.0,83.3,990.0,1932,Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-16 21:00:00,71.2487,36.1083, ,42, ,42.0,77.8,990.0,1932,Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-17 00:00:00,71.0,37.0, ,40, ,40.0,74.1,990.0,1932,Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-17 03:00:00,70.7492,37.7842, ,37, ,37.0,68.5,990.0,1932,Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-17 06:00:00,70.5,38.5, ,35, ,35.0,64.8,990.0,1932,Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-17 09:00:00,70.2497,39.2482, ,35, ,35.0,64.8,990.0,1932,Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-17 12:00:00,70.0,40.0, ,35, ,35.0,64.8,990.0,1932,Severe Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-17 15:00:00,69.7506,40.7535, ,32, ,32.0,59.3,990.0,1932,Cyclonic Storm
1932244N19296,1932,NOT_NAMED,1932-09-17 18:00:00,69.5,41.5, ,30, ,30.0,55.6,990.0,1932,Cyclonic Storm
1951272N20274,1951,HOW,1951-09-29 00:00:00,20.2,-85.8,25,25, ,25.0,46.3,990.0,1951,Deep Depression
1951272N20274,1951,HOW,1951-09-29 03:00:00,20.6602,-86.2071, ,25, ,25.0,46.3,990.0,1951,Deep Depression
1951272N20274,1951,HOW,1951-09-29 06:00:00,21.1,-86.6,25,25, ,25.0,46.3,990.0,1951,Deep Depression
1951272N20274,1951,HOW,1951-09-29 09:00:00,21.5075,-86.9525, ,25, ,25.0,46.3,990.0,1951,Deep Depression
1951272N20274,1951,HOW,1951-09-29 12:00:00,21.9,-87.2,25,25, ,25.0,46.3,990.0,1951,Deep Depression
1951272N20274,1951,HOW,1951-09-29 15:00:00,22.3149,-87.2953, ,25, ,25.0,46.3,990.0,1951,Deep Depression
1951272N20274,1951,HOW,1951-09-29 18:00:00,22.7,-87.3,25,25, ,25.0,46.3,990.0,1951,Deep Depression
1951272N20274,1951,HOW,1951-09-29 21:00:00,23.015,-87.3001, ,25, ,25.0,46.3,990.0,1951,Deep Depression
1951272N20274,1951,HOW,1951-09-30 00:00:00,23.3,-87.3,25,25, ,25.0,46.3,990.0,1951,Deep Depression
1951272N20274,1951,HOW,1951-09-30 03:00:00,23.6,-87.3425, ,27, ,27.0,50.0,990.0,1951,Cyclonic Storm
1951272N20274,1951,HOW,1951-09-30 06:00:00,23.9,-87.4,30,30, ,30.0,55.6,990.0,1951,Cyclonic Storm
1951272N20274,1951,HOW,1951-09-30 09:00:00,24.2075,-87.45, ,30, ,30.0,55.6,990.0,1951,Cyclonic Storm
1951272N20274,1951,HOW,1951-09-30 12:00:00,24.5,-87.5,30,30, ,30.0,55.6,990.0,1951,Cyclonic Storm
1951272N20274,1951,HOW,1951-09-30 15:00:00,24.7575,-87.55, ,32, ,32.0,59.3,990.0,1951,Cyclonic Storm
1951272N20274,1951,HOW,1951-09-30 18:00:00,25.0,-87.6,35,35, ,35.0,64.8,990.0,1951,Severe Cyclonic Storm
1951272N20274,1951,HOW,1951-09-30 21:00:00,25.265,-87.6649, ,35, ,35.0,64.8,990.0,1951,Severe Cyclonic Storm
1951272N20274,1951,HOW,1951-10-01 00:00:00,25.5,-87.7,35,35, ,35.0,64.8,990.0,1951,Severe Cyclonic Storm
1951272N20274,1951,HOW,1951-10-01 03:00:00,25.6648,-87.7174, ,35, ,35.0,64.8,990.0,1951,Severe Cyclonic Storm
1951272N20274,1951,HOW,1951-10-01 06:00:00,25.8,-87.6,35,35, ,35.0,64.8,990.0,1951,Severe Cyclonic Storm
1951272N20274,1951,HOW,1951-10-01 09:00:00,25.9577,-87.2527, ,37, ,37.0,68.5,990.0,1951,Severe Cyclonic Storm
1951272N20274,1951,HOW,1951-10-01 12:00:00,26.1,-86.8,40,40,1003,40.0,74.1,1003.0,1951,Severe Cyclonic Storm
1951272N20274,1951,HOW,1951-10-01 15:00:00,26.2146,-86.4299, ,40, ,40.0,74.1,990.0,1951,Severe Cyclonic Storm
1951272N20274,1951,HOW,1951-10-01 18:00:00,26.3,-86.0,40,40, ,40.0,74.1,990.0,1951,Severe Cyclonic Storm
1951272N20274,1951,HOW,1951-10-01 21:00:00,26.3498,-85.4522, ,42, ,42.0,77.8,990.0,1951,Severe Cyclonic Storm
1951272N20274,1951,HOW,1951-10-02 00:00:00,26.4,-84.8,45,45, ,45.0,83.3,990.0,1951,Severe Cyclonic Storm
1951272N20274,1951,HOW,1951-10-02 03:00:00,26.4974,-84.0714, ,50, ,50.0,92.6,990.0,1951,Very Severe Cyclonic Storm
1951272N20274,1951,HOW,1951-10-02 06:00:00,26.6,-83.3,55,55, ,55.0,101.9,990.0,1951,Very Severe Cyclonic Storm
1951272N20274,1951,HOW,1951-10-02 09:00:00,26.6656,-82.57, ,55, ,55.0,101.9,990.0,1951,Very Severe Cyclonic Storm
1951272N20274,1951,HOW,1951-10-02 10:00:00,26.7,-82.3,55,55, ,55.0,101.9,990.0,1951,Very Severe Cyclonic Storm
1951272N20274,1951,HOW,1951-10-02 12:00:00,26.8,-81.7,45,45, ,45.0,83.3,990.0,1951,Severe Cyclonic Storm
1951272N20274,1951,HOW,1951-10-02 15:00:00,27.1156,-80.8636, ,47, ,47.0,87.0,990.0,1951,Severe Cyclonic Storm
1951272N20274,1951,HOW,1951-10-02 18:00:00,27.6,-80.1,50,50, ,50.0,92.6,990.0,1951,Very Severe Cyclonic Storm
1951272N20274,1951,HOW,1951-10-02 21:00:00,28.1619,-79.3844, ,55, ,55.0,101.9,990.0,1951,Very Severe Cyclonic Storm
1951272N20274,1951,HOW,1951-10-03 00:00:00,28.8,-78.7,60,60, ,60.0,111.1,990.0,1951,Very Severe Cyclonic Storm
1951272N20274,1951,HOW,1951-10-03 03:00:00,29.4427,-77.9552, ,65, ,65.0,120.4,990.0,1951,Extremely Severe Cyclonic Storm
1951272N20274,1951,HOW,1951-10-03 06:00:00,30.1,-77.3,70,70, ,70.0,129.6,990.0,1951,Extremely Severe Cyclonic Storm
1951272N20274,1951,HOW,1951-10-03 09:00:00,30.7945,-76.8246, ,72, ,72.0,133.3,990.0,1951,Extremely Severe Cyclonic Storm
1951272N20274,1951,HOW,1951-10-03 12:00:00,31.4,-76.5,75,75,982,75.0,138.9,982.0,1951,Extremely Severe Cyclonic Storm
1951272N20274,1951,HOW,1951-10-03 15:00:00,31.7948,-76.269, ,77, ,77.0,142.6,990.0,1951,Extremely Severe Cyclonic Storm
