SID,SEASON,NAME,ISO_TIME,LAT,LON,WMO_WIND,USA_WIND,WMO_PRES,WIND_KTS,WIND_KMH,PRESSURE_HPA,YEAR,IMD_CATEGORY
2004307N09068,2004,NOT_NAMED,2004-11-03 12:00:00,13.9,66.85,25,25,1006,25.0,46.3,1006.0,2004,Deep Depression
2004307N09068,2004,NOT_NAMED,2004-11-03 15:00:00,14.0619,66.8287, ,25, ,25.0,46.3,990.0,2004,Deep Depression
2004307N09068,2004,NOT_NAMED,2004-11-03 18:00:00,14.1591,66.8, ,25, ,25.0,46.3,990.0,2004,Deep Depression
2004307N09068,2004,NOT_NAMED,2004-11-03 21:00:00,14.1634,66.7325, ,27, ,27.0,50.0,990.0,2004,Cyclonic Storm
2004307N09068,2004,NOT_NAMED,2004-11-04 00:00:00,14.1318,66.65, ,30, ,30.0,55.6,990.0,2004,Cyclonic Storm
2004307N09068,2004,NOT_NAMED,2004-11-04 03:00:00,14.1325,66.5713,25,32,1006,32.0,59.3,1006.0,2004,Cyclonic Storm
2004307N09068,2004,NOT_NAMED,2004-11-04 06:00:00,14.1791,66.5, ,35, ,35.0,64.8,990.0,2004,Severe Cyclonic Storm
2004307N09068,2004,NOT_NAMED,2004-11-04 09:00:00,14.2284,66.4425, ,35, ,35.0,64.8,990.0,2004,Severe Cyclonic Storm
2004307N09068,2004,NOT_NAMED,2004-11-04 12:00:00,14.25,66.4,25,35,1006,35.0,64.8,1006.0,2004,Severe Cyclonic Storm
2004307N09068,2004,NOT_NAMED,2004-11-04 15:00:00,14.1784,66.4081, ,35, ,35.0,64.8,990.0,2004,Severe Cyclonic Storm
2004307N09068,2004,NOT_NAMED,2004-11-04 18:00:00,14.0778,66.412, ,35, ,35.0,64.8,990.0,2004,Severe Cyclonic Storm
2004307N09068,2004,NOT_NAMED,2004-11-04 21:00:00,13.9929,66.3739, ,35, ,35.0,64.8,990.0,2004,Severe Cyclonic Storm
2004307N09068,2004,NOT_NAMED,2004-11-05 00:00:00,13.9488,66.2655, ,35, ,35.0,64.8,990.0,2004,Severe Cyclonic Storm
2004307N09068,2004,NOT_NAMED,2004-11-05 03:00:00,13.9563,66.0612,30,37,1004,37.0,68.5,1004.0,2004,Severe Cyclonic Storm
2004307N09068,2004,NOT_NAMED,2004-11-05 06:00:00,14.108,65.7819, ,40, ,40.0,74.1,990.0,2004,Severe Cyclonic Storm
2004307N09068,2004,NOT_NAMED,2004-11-05 09:00:00,14.3591,65.4711, ,40, ,40.0,74.1,990.0,2004,Severe Cyclonic Storm
2004307N09068,2004,NOT_NAMED,2004-11-05 12:00:00,14.6,65.1,30,40,1004,40.0,74.1,1004.0,2004,Severe Cyclonic Storm
2004307N09068,2004,NOT_NAMED,2004-11-05 15:00:00,14.693,64.6775, ,40, ,40.0,74.1,990.0,2004,Severe Cyclonic Storm
2004307N09068,2004,NOT_NAMED,2004-11-05 18:00:00,14.7273,64.1937, ,40, ,40.0,74.1,990.0,2004,Severe Cyclonic Storm
2004307N09068,2004,NOT_NAMED,2004-11-05 21:00:00,14.7544,63.6667, ,37, ,37.0,68.5,990.0,2004,Severe Cyclonic Storm
2004307N09068,2004,NOT_NAMED,2004-11-06 00:00:00,14.776,63.1048, ,35, ,35.0,64.8,990.0,2004,Severe Cyclonic Storm
2004307N09068,2004,NOT_NAMED,2004-11-06 03:00:00,14.7999,62.5287,30,35,1006,35.0,64.8,1006.0,2004,Severe Cyclonic Storm
2004307N09068,2004,NOT_NAMED,2004-11-06 06:00:00,14.8501,61.9025, ,35, ,35.0,64.8,990.0,2004,Severe Cyclonic Storm
2004307N09068,2004,NOT_NAMED,2004-11-06 09:00:00,14.9037,61.3075,25,35,1006,35.0,64.8,1006.0,2004,Severe Cyclonic Storm
2004307N09068,2004,NOT_NAMED,2004-11-06 12:00:00,14.95,60.8,25,35,1006,35.0,64.8,1006.0,2004,Severe Cyclonic Storm
2004307N09068,2004,NOT_NAMED,2004-11-06 15:00:00,14.9703,60.2977, ,35, ,35.0,64.8,990.0,2004,Severe Cyclonic Storm
2004307N09068,2004,NOT_NAMED,2004-11-06 18:00:00,14.9593,59.7964, ,35, ,35.0,64.8,990.0,2004,Severe Cyclonic Storm
2004307N09068,2004,NOT_NAMED,2004-11-06 21:00:00,14.9457,59.2782, ,35, ,35.0,64.8,990.0,2004,Severe Cyclonic Storm
2004307N09068,2004,NOT_NAMED,2004-11-07 00:00:00,14.8431,58.7548, ,35, ,35.0,64.8,990.0,2004,Severe Cyclonic Storm
2004307N09068,2004,NOT_NAMED,2004-11-07 03:00:00,14.5799,58.2387,25,35,1006,35.0,64.8,1006.0,2004,Severe Cyclonic Storm
2004307N09068,2004,NOT_NAMED,2004-11-07 06:00:00,14.2505,57.6482, ,35, ,35.0,64.8,990.0,2004,Severe Cyclonic Storm
2004307N09068,2004,NOT_NAMED,2004-11-07 09:00:00,13.8566,57.1384,25,30,1008,30.0,55.6,1008.0,2004,Cyclonic Storm
2004307N09068,2004,NOT_NAMED,2004-11-07 12:00:00,13.42,56.74,25,25,1010,25.0,46.3,1010.0,2004,Deep Depression
2004307N09068,2004,NOT_NAMED,2004-11-07 15:00:00,13.0699,56.3651, ,25, ,25.0,46.3,990.0,2004,Deep Depression
2004307N09068,2004,NOT_NAMED,2004-11-07 18:00:00,12.8,55.9, ,25, ,25.0,46.3,990.0,2004,Deep Depression
2004307N09068,2004,NOT_NAMED,2004-11-07 21:00:00,12.5699,55.4151, ,25, ,25.0,46.3,990.0,2004,Deep Depression
2004307N09068,2004,NOT_NAMED,2004-11-08 00:00:00,12.4,54.9, ,25, ,25.0,46.3,990.0,2004,Deep Depression
2004307N09068,2004,NOT_NAMED,2004-11-08 03:00:00,12.2924,54.3577, ,25, ,25.0,46.3,990.0,2004,Deep Depression
2004307N09068,2004,NOT_NAMED,2004-11-08 06:00:00,12.2,53.8, ,25, ,25.0,46.3,990.0,2004,Deep Depression
2004307N09068,2004,NOT_NAMED,2004-11-08 09:00:00,12.0652,53.2473, ,25, ,25.0,46.3,990.0,2004,Deep Depression
2004307N09068,2004,NOT_NAMED,2004-11-08 12:00:00,11.9,52.7, ,25, ,25.0,46.3,990.0,2004,Deep Depression
2004319N10134,2004,MUIFA,2004-11-13 18:00:00,9.63333,134.167, ,20,1004,20.0,37.0,1004.0,2004,Deep Depression
2004319N10134,2004,MUIFA,2004-11-13 21:00:00,10.0518,133.196, ,25, ,25.0,46.3,990.0,2004,Deep Depression
2004319N10134,2004,MUIFA,2004-11-14 00:00:00,10.4333,132.3, ,30,1004,30.0,55.6,1004.0,2004,Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-14 03:00:00,10.7637,131.519, ,30, ,30.0,55.6,990.0,2004,Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-14 06:00:00,11.1231,130.731, ,30,1000,30.0,55.6,1000.0,2004,Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-14 09:00:00,11.6111,129.847, ,32, ,32.0,59.3,990.0,2004,Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-14 12:00:00,12.0467,128.967, ,35,1000,35.0,64.8,1000.0,2004,Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-14 15:00:00,12.2965,128.077, ,35, ,35.0,64.8,990.0,2004,Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-14 18:00:00,12.375,127.275,35,35,996,35.0,64.8,996.0,2004,Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-14 21:00:00,12.314,126.698, ,35, ,35.0,64.8,990.0,2004,Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-15 00:00:00,12.325,126.35,35,35,996,35.0,64.8,996.0,2004,Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-15 03:00:00,12.6673,126.212, ,35, ,35.0,64.8,990.0,2004,Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-15 06:00:00,13.1,126.15,35,35,996,35.0,64.8,996.0,2004,Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-15 09:00:00,13.4181,125.951, ,35, ,35.0,64.8,990.0,2004,Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-15 12:00:00,13.65,125.725,35,35,996,35.0,64.8,996.0,2004,Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-15 15:00:00,13.7651,125.506, ,35, ,35.0,64.8,990.0,2004,Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-15 18:00:00,13.85,125.35,35,35,996,35.0,64.8,996.0,2004,Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-15 21:00:00,14.0118,125.372, ,37, ,37.0,68.5,990.0,2004,Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-16 00:00:00,14.2,125.35,35,40,994,40.0,74.1,994.0,2004,Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-16 03:00:00,14.4289,125.061, ,42, ,42.0,77.8,990.0,2004,Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-16 06:00:00,14.575,124.675,45,45,990,45.0,83.3,990.0,2004,Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-16 09:00:00,14.5031,124.322, ,50, ,50.0,92.6,990.0,2004,Very Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-16 12:00:00,14.375,124.025,50,55,990,55.0,101.9,990.0,2004,Very Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-16 15:00:00,14.3506,123.834, ,55, ,55.0,101.9,990.0,2004,Very Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-16 18:00:00,14.375,123.725,50,55,990,55.0,101.9,990.0,2004,Very Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-16 21:00:00,14.4206,123.654, ,57, ,57.0,105.6,990.0,2004,Very Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-17 00:00:00,14.5,123.625,50,60,985,60.0,111.1,985.0,2004,Very Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-17 03:00:00,14.6012,123.596, ,62, ,62.0,114.8,990.0,2004,Very Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-17 06:00:00,14.725,123.6,50,65,985,65.0,120.4,985.0,2004,Extremely Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-17 09:00:00,14.8475,123.661, ,70, ,70.0,129.6,990.0,2004,Extremely Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-17 12:00:00,15.0,123.725,55,75,975,75.0,138.9,975.0,2004,Extremely Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-17 15:00:00,15.22,123.734, ,82, ,82.0,151.9,990.0,2004,Extremely Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-17 18:00:00,15.425,123.725,65,90,960,90.0,166.7,960.0,2004,Super Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-17 21:00:00,15.5312,123.714, ,97, ,97.0,179.6,990.0,2004,Super Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-18 00:00:00,15.6,123.725,75,105,960,105.0,194.5,960.0,2004,Super Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-18 03:00:00,15.695,123.781, ,110, ,110.0,203.7,990.0,2004,Super Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-18 06:00:00,15.775,123.875,80,115,950,115.0,213.0,950.0,2004,Super Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-18 09:00:00,15.8331,123.996, ,115, ,115.0,213.0,990.0,2004,Super Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-18 12:00:00,15.85,124.125,80,115,950,115.0,213.0,950.0,2004,Super Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-18 15:00:00,15.83,124.248, ,110, ,110.0,203.7,990.0,2004,Super Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-18 18:00:00,15.75,124.325,75,105,955,105.0,194.5,955.0,2004,Super Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-18 21:00:00,15.6287,124.328, ,105, ,105.0,194.5,990.0,2004,Super Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-19 00:00:00,15.425,124.275,70,105,960,105.0,194.5,960.0,2004,Super Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-19 03:00:00,15.1131,124.214, ,97, ,97.0,179.6,990.0,2004,Super Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-19 06:00:00,14.775,124.1,70,90,960,90.0,166.7,960.0,2004,Super Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-19 09:00:00,14.5248,123.966, ,87, ,87.0,161.1,990.0,2004,Extremely Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-19 12:00:00,14.275,123.7,65,85,965,85.0,157.4,965.0,2004,Extremely Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-19 15:00:00,13.9745,123.227, ,82, ,82.0,151.9,990.0,2004,Extremely Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-19 18:00:00,13.625,122.65,50,80,985,80.0,148.2,985.0,2004,Extremely Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-19 21:00:00,13.1917,122.119, ,77, ,77.0,142.6,990.0,2004,Extremely Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-20 00:00:00,12.8,121.55,45,75,990,75.0,138.9,990.0,2004,Extremely Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-20 03:00:00,12.5583,120.883, ,70, ,70.0,129.6,990.0,2004,Extremely Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-20 06:00:00,12.425,120.25,55,65,980,65.0,120.4,980.0,2004,Extremely Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-20 09:00:00,12.3503,119.79, ,62, ,62.0,114.8,990.0,2004,Very Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-20 12:00:00,12.325,119.375,55,60,980,60.0,111.1,980.0,2004,Very Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-20 15:00:00,12.3093,118.898, ,62, ,62.0,114.8,990.0,2004,Very Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-20 18:00:00,12.275,118.375,55,65,980,65.0,120.4,980.0,2004,Extremely Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-20 21:00:00,12.1681,117.795, ,65, ,65.0,120.4,990.0,2004,Extremely Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-21 00:00:00,12.05,117.2,55,65,980,65.0,120.4,980.0,2004,Extremely Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-21 03:00:00,11.9762,116.629, ,67, ,67.0,124.1,990.0,2004,Extremely Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-21 06:00:00,11.925,116.1,60,70,975,70.0,129.6,975.0,2004,Extremely Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-21 09:00:00,11.8874,115.629, ,75, ,75.0,138.9,990.0,2004,Extremely Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-21 12:00:00,11.85,115.2,65,80,965,80.0,148.2,965.0,2004,Extremely Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-21 15:00:00,11.8006,114.773, ,85, ,85.0,157.4,990.0,2004,Extremely Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-21 18:00:00,11.725,114.375,65,90,965,90.0,166.7,965.0,2004,Super Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-21 21:00:00,11.6206,114.014, ,87, ,87.0,161.1,990.0,2004,Extremely Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-22 00:00:00,11.475,113.675,65,85,965,85.0,157.4,965.0,2004,Extremely Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-22 03:00:00,11.2769,113.313, ,85, ,85.0,157.4,990.0,2004,Extremely Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-22 06:00:00,11.075,113.0,60,85,975,85.0,157.4,975.0,2004,Extremely Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-22 09:00:00,10.9262,112.794, ,80, ,80.0,148.2,990.0,2004,Extremely Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-22 12:00:00,10.8,112.625,60,75,975,75.0,138.9,975.0,2004,Extremely Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-22 15:00:00,10.6712,112.413, ,70, ,70.0,129.6,990.0,2004,Extremely Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-22 18:00:00,10.55,112.2,60,65,975,65.0,120.4,975.0,2004,Extremely Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-22 21:00:00,10.445,112.024, ,65, ,65.0,120.4,990.0,2004,Extremely Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-23 00:00:00,10.325,111.825,55,65,980,65.0,120.4,980.0,2004,Extremely Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-23 03:00:00,10.1481,111.549, ,65, ,65.0,120.4,990.0,2004,Extremely Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-23 06:00:00,9.975,111.25,55,65,985,65.0,120.4,985.0,2004,Extremely Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-23 09:00:00,9.86373,110.982, ,62, ,62.0,114.8,990.0,2004,Very Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-23 12:00:00,9.775,110.725,55,60,985,60.0,111.1,985.0,2004,Very Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-23 15:00:00,9.68619,110.488, ,57, ,57.0,105.6,990.0,2004,Very Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-23 18:00:00,9.575,110.225,50,55,990,55.0,101.9,990.0,2004,Very Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-23 21:00:00,9.41118,109.911, ,55, ,55.0,101.9,990.0,2004,Very Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-24 00:00:00,9.225,109.525,50,55,990,55.0,101.9,990.0,2004,Very Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-24 03:00:00,9.05178,109.081, ,52, ,52.0,96.3,990.0,2004,Very Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-24 06:00:00,8.875,108.55,45,50,994,50.0,92.6,994.0,2004,Very Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-24 09:00:00,8.67245,107.944, ,45, ,45.0,83.3,990.0,2004,Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-24 12:00:00,8.5,107.213,35,40,998,40.0,74.1,998.0,2004,Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-24 15:00:00,8.38558,106.417, ,40, ,40.0,74.1,990.0,2004,Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-24 18:00:00,8.36154,105.523,35,40,998,40.0,74.1,998.0,2004,Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-24 21:00:00,8.49238,104.532, ,40, ,40.0,74.1,990.0,2004,Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-25 00:00:00,8.63333,103.667,35,40,998,40.0,74.1,998.0,2004,Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-25 03:00:00,8.61418,102.741, ,37, ,37.0,68.5,990.0,2004,Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-25 06:00:00,8.6,101.864,35,35,1000,35.0,64.8,1000.0,2004,Severe Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-25 09:00:00,8.70348,101.086, ,32, ,32.0,59.3,990.0,2004,Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-25 12:00:00,8.9375,100.45, ,30,1004,30.0,55.6,1004.0,2004,Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-25 15:00:00,9.38332,99.8979, ,30, ,30.0,55.6,990.0,2004,Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-25 18:00:00,9.95,99.575, ,30, ,30.0,55.6,990.0,2004,Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-25 21:00:00,10.595,99.5641, ,27, ,27.0,50.0,990.0,2004,Cyclonic Storm
2004319N10134,2004,MUIFA,2004-11-26 00:00:00,11.3,99.9, ,25, ,25.0,46.3,990.0,2004,Deep Depression
2004332N02072,2004,NOT_NAMED,2004-11-27 00:00:00,1.6,72.4, ,20, ,20.0,37.0,990.0,2004,Deep Depression
2004332N02072,2004,NOT_NAMED,2004-11-27 03:00:00,1.57002,71.94, ,20, ,20.0,37.0,990.0,2004,Deep Depression
2004332N02072,2004,NOT_NAMED,2004-11-27 06:00:00,1.5,71.5, ,20, ,20.0,37.0,990.0,2004,Deep Depression
2004332N02072,2004,NOT_NAMED,2004-11-27 09:00:00,1.36499,71.0925, ,20, ,20.0,37.0,990.0,2004,Deep Depression
2004332N02072,2004,NOT_NAMED,2004-11-27 12:00:00,1.2,70.7, ,20, ,20.0,37.0,990.0,2004,Deep Depression
2004332N02072,2004,NOT_NAMED,2004-11-27 15:00:00,1.04249,70.3075, ,25, ,25.0,46.3,990.0,2004,Deep Depression
2004332N02072,2004,NOT_NAMED,2004-11-27 18:00:00,0.9,69.9, ,30, ,30.0,55.6,990.0,2004,Cyclonic Storm
2004332N02072,2004,NOT_NAMED,2004-11-27 21:00:00,0.770002,69.4425, ,32, ,32.0,59.3,990.0,2004,Cyclonic Storm
2004332N02072,2004,NOT_NAMED,2004-11-28 00:00:00,0.7,69.0, ,35, ,35.0,64.8,990.0,2004,Severe Cyclonic Storm
2004332N02072,2004,NOT_NAMED,2004-11-28 03:00:00,0.712492,68.6425, ,37, ,37.0,68.5,990.0,2004,Severe Cyclonic Storm
2004332N02072,2004,NOT_NAMED,2004-11-28 06:00:00,0.8,68.3, ,40, ,40.0,74.1,990.0,2004,Severe Cyclonic Storm
2004332N02072,2004,NOT_NAMED,2004-11-28 09:00:00,0.927498,67.9075, ,42, ,42.0,77.8,990.0,2004,Severe Cyclonic Storm
2004332N02072,2004,NOT_NAMED,2004-11-28 12:00:00,1.1,67.5, ,45, ,45.0,83.3,990.0,2004,Severe Cyclonic Storm
2004332N02072,2004,NOT_NAMED,2004-11-28 15:00:00,1.28499,67.1, ,47, ,47.0,87.0,990.0,2004,Severe Cyclonic Storm
2004332N02072,2004,NOT_NAMED,2004-11-28 18:00:00,1.5,66.7, ,50, ,50.0,92.6,990.0,2004,Very Severe Cyclonic Storm
2004332N02072,2004,NOT_NAMED,2004-11-28 21:00:00,1.72749,66.3075, ,55, ,55.0,101.9,990.0,2004,Very Severe Cyclonic Storm
2004332N02072,2004,NOT_NAMED,2004-11-29 00:00:00,2.0,65.9, ,60, ,60.0,111.1,990.0,2004,Very Severe Cyclonic Storm
2004332N02072,2004,NOT_NAMED,2004-11-29 03:00:00,2.32751,65.4425, ,62, ,62.0,114.8,990.0,2004,Very Severe Cyclonic Storm
2004332N02072,2004,NOT_NAMED,2004-11-29 06:00:00,2.7,65.0, ,65, ,65.0,120.4,990.0,2004,Extremely Severe Cyclonic Storm
2004332N02072,2004,NOT_NAMED,2004-11-29 09:00:00,3.09247,64.635, ,65, ,65.0,120.4,990.0,2004,Extremely Severe Cyclonic Storm
2004332N02072,2004,NOT_NAMED,2004-11-29 12:00:00,3.5,64.3, ,65, ,65.0,120.4,990.0,2004,Extremely Severe Cyclonic Storm
2004332N02072,2004,NOT_NAMED,2004-11-29 15:00:00,3.81999,63.96,35,60,1004,60.0,111.1,1004.0,2004,Very Severe Cyclonic Storm
2004332N02072,2004,NOT_NAMED,2004-11-29 18:00:00,4.03333,63.7333,35,55,1004,55.0,101.9,1004.0,2004,Very Severe Cyclonic Storm
2004332N02072,2004,NOT_NAMED,2004-11-29 21:00:00,4.19424,63.3742,35,57,1004,57.0,105.6,1004.0,2004,Very Severe Cyclonic Storm
2004332N02072,2004,NOT_NAMED,2004-11-30 00:00:00,4.8,62.95,35,60,1004,60.0,111.1,1004.0,2004,Very Severe Cyclonic Storm
2004332N02072,2004,NOT_NAMED,2004-11-30 03:00:00,5.21502,62.4363,45,62,998,62.0,114.8,998.0,2004,Very Severe Cyclonic Storm
2004332N02072,2004,NOT_NAMED,2004-11-30 06:00:00,5.6,61.65,55,65,994,65.0,120.4,994.0,2004,Extremely Severe Cyclonic Storm
2004332N02072,2004,NOT_NAMED,2004-11-30 09:00:00,5.95748,61.1425,55,65,994,65.0,120.4,994.0,2004,Extremely Severe Cyclonic Storm
2004332N02072,2004,NOT_NAMED,2004-11-30 12:00:00,6.05,60.65,55,65,994,65.0,120.4,994.0,2004,Extremely Severe Cyclonic Storm
2004332N02072,2004,NOT_NAMED,2004-11-30 15:00:00,6.14625,60.4062,55,65,994,65.0,120.4,994.0,2004,Extremely Severe Cyclonic Storm
2004332N02072,2004,NOT_NAMED,2004-11-30 18:00:00,6.25,59.95,45,65,998,65.0,120.4,998.0,2004,Extremely Severe Cyclonic Storm
2004332N02072,2004,NOT_NAMED,2004-11-30 21:00:00,6.62121,59.81,45,62,1000,62.0,114.8,1000.0,2004,Very Severe Cyclonic Storm
2004332N02072,2004,NOT_NAMED,2004-12-01 00:00:00,7.0,59.45,35,60,1002,60.0,111.1,1002.0,2004,Very Severe Cyclonic Storm
2004332N02072,2004,NOT_NAMED,2004-12-01 03:00:00,7.13248,59.3325,35,57,1002,57.0,105.6,1002.0,2004,Very Severe Cyclonic Storm
2004332N02072,2004,NOT_NAMED,2004-12-01 06:00:00,7.25,59.2,35,55,1002,55.0,101.9,1002.0,2004,Very Severe Cyclonic Storm
2004332N02072,2004,NOT_NAMED,2004-12-01 09:00:00,7.59374,58.5363,30,52,1004,52.0,96.3,1004.0,2004,Very Severe Cyclonic Storm
2004332N02072,2004,NOT_NAMED,2004-12-01 12:00:00,7.65,58.35,25,50,1006,50.0,92.6,1006.0,2004,Very Severe Cyclonic Storm
2004332N02072,2004,NOT_NAMED,2004-12-01 15:00:00,7.68669,58.0732, ,47, ,47.0,87.0,990.0,2004,Severe Cyclonic Storm
2004332N02072,2004,NOT_NAMED,2004-12-01 18:00:00,7.73251,57.6996, ,45, ,45.0,83.3,990.0,2004,Severe Cyclonic Storm
2004332N02072,2004,NOT_NAMED,2004-12-01 21:00:00,7.80992,57.2543, ,45, ,45.0,83.3,990.0,2004,Severe Cyclonic Storm
2004332N02072,2004,NOT_NAMED,2004-12-02 00:00:00,7.90655,56.7677, ,45, ,45.0,83.3,990.0,2004,Severe Cyclonic Storm
2004332N02072,2004,NOT_NAMED,2004-12-02 03:00:00,8.02876,56.2638,25,45,1006,45.0,83.3,1006.0,2004,Severe Cyclonic Storm
2004332N02072,2004,NOT_NAMED,2004-12-02 06:00:00,8.12884,55.7645, ,45, ,45.0,83.3,990.0,2004,Severe Cyclonic Storm
2004332N02072,2004,NOT_NAMED,2004-12-02 09:00:00,8.15737,55.3473, ,42, ,42.0,77.8,990.0,2004,Severe Cyclonic Storm
2004332N02072,2004,NOT_NAMED,2004-12-02 12:00:00,8.16,55.0,25,40,1006,40.0,74.1,1006.0,2004,Severe Cyclonic Storm
2004332N02072,2004,NOT_NAMED,2004-12-02 15:00:00,8.19249,54.6925, ,40, ,40.0,74.1,990.0,2004,Severe Cyclonic Storm
2004332N02072,2004,NOT_NAMED,2004-12-02 18:00:00,8.2,54.4, ,40, ,40.0,74.1,990.0,2004,Severe Cyclonic Storm
2004332N02072,2004,NOT_NAMED,2004-12-02 21:00:00,8.24997,54.1425, ,40, ,40.0,74.1,990.0,2004,Severe Cyclonic Storm
